path,temperature,humidity,rainfall
lab/train/Yellow_Leaf_Curl_Virus/ac0a7a86-5886-4cb3-a22a-a1bde24b84ff___UF.GRC_YLCV_Lab 03024.JPG,29.18,58.02,2.58
lab/train/Yellow_Leaf_Curl_Virus/acb84d19-7988-4d91-a14c-d6d513e00707___UF.GRC_YLCV_Lab 02782.JPG,31.53,58.96,0.05
lab/train/Yellow_Leaf_Curl_Virus/af67ecf5-473c-499e-9488-e0d349f90e9b___UF.GRC_YLCV_Lab 01777.JPG,28.5,50.58,3.0
lab/train/Yellow_Leaf_Curl_Virus/af7f7077-9ebf-478f-ac0f-4f1ec52766db___UF.GRC_YLCV_Lab 02607.JPG,33.85,59.0,3.8
lab/train/Yellow_Leaf_Curl_Virus/b1c01d02-66f9-4b4e-a426-696cbf28955d___UF.GRC_YLCV_Lab 01737.JPG,29.86,42.21,0.5
lab/train/Yellow_Leaf_Curl_Virus/b2aba426-856c-4803-bc9e-5a5010e17d37___UF.GRC_YLCV_Lab 02767.JPG,34.19,57.6,2.78
lab/train/Yellow_Leaf_Curl_Virus/b2c15dfd-4374-4f5c-bb0e-419759a7bfda___UF.GRC_YLCV_Lab 02794.JPG,32.99,58.25,4.25
lab/train/Yellow_Leaf_Curl_Virus/b57bfdc6-1769-4976-8d28-14e1c7915b36___YLCV_NREC 2855.JPG,34.89,41.76,1.5
lab/train/Yellow_Leaf_Curl_Virus/b5ff4770-9782-4ff2-a0d9-d82704af21a8___UF.GRC_YLCV_Lab 03209.JPG,33.15,48.01,3.65
lab/train/Yellow_Leaf_Curl_Virus/b842c6cb-e3c9-4413-ac9f-a2ec0c5424c1___YLCV_NREC 2435.JPG,30.72,45.73,1.34
lab/train/Yellow_Leaf_Curl_Virus/b89e6dce-ebc9-4eac-a0f8-19e34657f6e1___UF.GRC_YLCV_Lab 02067.JPG,33.1,48.5,2.67
lab/train/Yellow_Leaf_Curl_Virus/b8d2f745-4883-4ab9-baf6-1638c2b7a4f5___UF.GRC_YLCV_Lab 03258.JPG,30.51,54.59,0.86
lab/train/Yellow_Leaf_Curl_Virus/ba0e3c46-555d-4d48-9853-3ae7f148e2fa___YLCV_NREC 2933.JPG,30.06,54.0,2.37
lab/train/Yellow_Leaf_Curl_Virus/bc22ec4c-e1ad-4226-b406-e376f7c138e6___YLCV_NREC 2035.JPG,31.53,55.67,2.88
lab/train/Yellow_Leaf_Curl_Virus/c0e28cbf-0362-46f8-a21c-263ffc641cf8___YLCV_NREC 2623.JPG,33.65,56.72,1.29
lab/train/Yellow_Leaf_Curl_Virus/c1605479-3f12-4392-b373-ad26203bc712___UF.GRC_YLCV_Lab 02323.JPG,33.01,47.86,1.32
lab/train/Yellow_Leaf_Curl_Virus/c3c9e2bf-f2d6-4c12-a619-13551e3f7340___UF.GRC_YLCV_Lab 01868.JPG,28.34,54.12,3.5
lab/train/Yellow_Leaf_Curl_Virus/c6380761-954b-4a14-b686-05ce51868611___UF.GRC_YLCV_Lab 02268.JPG,29.02,47.97,4.48
lab/train/Yellow_Leaf_Curl_Virus/c9f441ec-9e43-4faf-981f-1e2b3573250e___YLCV_NREC 2835.JPG,33.32,48.69,1.62
lab/train/Yellow_Leaf_Curl_Virus/ce0a88f5-9827-4eca-abb5-fa3b4757daa1___YLCV_GCREC 2607.JPG,28.83,46.54,2.34
lab/train/Yellow_Leaf_Curl_Virus/ce145bc2-c0fa-40b5-8622-38a7a88a1823___UF.GRC_YLCV_Lab 02441.JPG,32.99,45.1,0.46
lab/train/Yellow_Leaf_Curl_Virus/cee46f5c-572a-46b0-9093-ba230d00411f___UF.GRC_YLCV_Lab 03270.JPG,29.64,54.21,3.24
lab/train/Yellow_Leaf_Curl_Virus/d2eedd7f-f199-4800-95eb-49c7e5f827c7___UF.GRC_YLCV_Lab 03071.JPG,33.08,45.19,1.51
lab/train/Yellow_Leaf_Curl_Virus/d3165754-e6d7-4fa6-a3dd-86d00ad353e8___UF.GRC_YLCV_Lab 02631.JPG,29.77,55.33,3.72
lab/train/Yellow_Leaf_Curl_Virus/d44dcabc-e93d-4a7d-ace4-37bb669bc7e1___UF.GRC_YLCV_Lab 02614.JPG,34.32,42.98,1.52
lab/train/Yellow_Leaf_Curl_Virus/d519df4e-739b-40ca-ac03-109eee9683fb___YLCV_GCREC 5236.JPG,32.52,40.8,0.94
lab/train/Yellow_Leaf_Curl_Virus/d8ef30fa-769d-4c94-8f81-2174bc740b5a___YLCV_GCREC 2394.JPG,29.12,48.7,2.79
lab/train/Yellow_Leaf_Curl_Virus/d92f4492-2e10-4cd9-a612-71a8a85ecb74___UF.GRC_YLCV_Lab 01505.JPG,30.75,43.51,0.84
lab/train/Yellow_Leaf_Curl_Virus/db1391d0-e8ca-45b9-abc3-a80dca761167___YLCV_NREC 2777.JPG,29.7,57.35,3.43
lab/train/Yellow_Leaf_Curl_Virus/db235ef9-5db9-442d-877f-6eeacf7bd14b___YLCV_GCREC 2793.JPG,34.05,52.97,0.25
lab/train/Yellow_Leaf_Curl_Virus/dc4756b0-aca4-4bad-a224-c6a3be0708bf___YLCV_GCREC 5239.JPG,29.71,59.33,3.99
lab/train/Yellow_Leaf_Curl_Virus/df852766-76dd-4029-be71-d3960bc234ec___YLCV_GCREC 2537.JPG,29.45,40.26,0.44
lab/train/Yellow_Leaf_Curl_Virus/e03a6b15-f236-4b0a-a1bc-a61f02f959ed___UF.GRC_YLCV_Lab 01915.JPG,33.88,57.66,0.29
lab/train/Yellow_Leaf_Curl_Virus/e09091dd-892a-40ad-b9e4-7df92f4e72e9___YLCV_NREC 2147.JPG,28.97,56.19,1.57
lab/train/Yellow_Leaf_Curl_Virus/e1913ee9-80ad-4295-beb4-d9d51b61ab7e___UF.GRC_YLCV_Lab 02497.JPG,33.13,45.4,4.88
lab/train/Yellow_Leaf_Curl_Virus/e1e41157-d4e9-4661-a70a-a5fb5c6bfe91___UF.GRC_YLCV_Lab 03388.JPG,33.07,42.07,1.14
lab/train/Yellow_Leaf_Curl_Virus/e20e49aa-c035-4485-9f7b-5bc2ef2b5568___UF.GRC_YLCV_Lab 08520.JPG,28.92,49.09,0.41
lab/train/Yellow_Leaf_Curl_Virus/e736c313-f469-47b4-ba17-9babaf1be4d4___YLCV_NREC 2824.JPG,29.03,56.36,0.18
lab/train/Yellow_Leaf_Curl_Virus/e90d6a66-fffc-41d9-adee-10cb9c0e3a99___YLCV_GCREC 2143.JPG,33.9,40.9,2.63
lab/train/Yellow_Leaf_Curl_Virus/ebd7bada-7833-4062-810d-def9067c4db8___UF.GRC_YLCV_Lab 02683.JPG,32.84,48.69,3.66
lab/train/Yellow_Leaf_Curl_Virus/ef68ed02-6aa2-4ce4-8af8-9e642e3c581f___YLCV_NREC 2436.JPG,30.01,56.48,3.14
lab/train/Yellow_Leaf_Curl_Virus/efc37f3e-864a-49d0-8832-3dddafb4e3a6___YLCV_NREC 2819.JPG,34.69,46.54,2.3
lab/train/Yellow_Leaf_Curl_Virus/f0c9b881-fe08-4be1-bef5-008e33eaf8a0___UF.GRC_YLCV_Lab 03269.JPG,29.89,50.37,2.69
lab/train/Yellow_Leaf_Curl_Virus/f43ee1b9-8881-445e-a689-19e59e396c0e___UF.GRC_YLCV_Lab 02385.JPG,28.99,54.57,4.4
lab/train/Yellow_Leaf_Curl_Virus/f522c5d0-b44e-44dc-b1eb-3fdad642b9fa___UF.GRC_YLCV_Lab 02331.JPG,29.09,54.05,1.17
lab/train/Yellow_Leaf_Curl_Virus/f9e639c5-47fd-4b64-8c20-606711895e81___UF.GRC_YLCV_Lab 01315.JPG,29.13,45.23,0.76
lab/train/Yellow_Leaf_Curl_Virus/fd3f0954-0ade-4026-a4fa-daaa84f5827a___YLCV_NREC 0225.JPG,32.48,50.59,4.32
lab/train/Yellow_Leaf_Curl_Virus/fd549e70-e406-40cd-820f-6d1f186eb0ab___YLCV_NREC 2757.JPG,28.31,58.68,4.51
lab/train/Yellow_Leaf_Curl_Virus/fd850095-02de-4842-a601-e104fabed314___YLCV_GCREC 2807.JPG,28.6,59.42,1.69
field/train/Early_blight/100_46341.jpg,25.36,61.78,7.9
field/train/Early_blight/1058_0.jpegitok=OQkdtxgv.jpg,27.75,60.35,5.87
field/train/Early_blight/126689-004-D622CD2F.jpg,28.07,71.72,4.0
field/train/Early_blight/12July_mwnews_3-C.jpg,25.19,72.29,2.33
field/train/Early_blight/1576389-early%20blight%20symptoms.jpg,25.29,72.88,5.09
field/train/Early_blight/20020531-early%20blight%20%20starts%20on%20lower%20leaves.jpg,28.66,75.71,4.25
field/train/Early_blight/20080526-_DSC4211.jpg,29.86,64.74,5.73
field/train/Early_blight/2373320.jpg,25.04,69.04,7.09
field/train/Early_blight/30053_original.jpg,26.25,66.19,5.33
field/train/Early_blight/3606630.jpg,26.16,70.2,2.52
field/train/Early_blight/5086-early.jpg,29.48,60.82,4.63
field/train/Early_blight/8%20mistakes%204.jpg,27.41,78.1,2.84
field/train/Early_blight/8950022d45978228d5e44a35183efdb9--tomatoes-dyi.jpg,26.97,77.1,6.23
field/train/Early_blight/august-11-early-leaf-blight-single-leaf.jpg,28.6,69.93,5.44
field/train/Early_blight/b54d0e40027ff5e90e8ba7e1e9abf9bd--garden-guide-garden-ideas.jpg,26.22,72.67,7.89
field/train/Early_blight/BCH%20medium%20thumbnail%20for%20upload%20%2836%29.jpg,24.45,76.02,4.56
field/train/Early_blight/blog_early_blight_628.jpg,26.0,67.43,4.65
field/train/Early_blight/confused-bacterial-canker-early-blight-zoom.JPG.jpg,29.66,63.17,7.78
field/train/Early_blight/Diseased-Tomato-Plant.jpg,27.22,72.03,6.98
field/train/Early_blight/droppedImage_3-1.jpg,24.12,69.05,6.28
field/train/Early_blight/dscn3168.jpg,24.52,71.27,3.75
field/train/Early_blight/ealryblight.jpg,24.86,72.53,2.51
field/train/Early_blight/early%20blight%20%283%29.jpgitok=UMYWI0xr.jpg,25.82,64.72,3.0
field/train/Early_blight/early%20blight%20%284%29.jpgitok=gfK5C193.jpg,29.57,67.41,2.62
field/train/Early_blight/Early+Blight+-+Tomatoes.jpg,27.24,60.25,3.4
field/train/Early_blight/early-blight-2x.jpg,25.42,70.33,6.4
field/train/Early_blight/Early-blight-660x440.jpg,27.84,61.11,5.49
field/train/Early_blight/early-blight-closeup-sm.jpg,24.68,69.68,4.6
field/train/Early_blight/early-blight-in-high-tunnel-tomatoes-19tm74h.jpg,27.57,71.06,5.64
field/train/Early_blight/early-blight-in-tomatoes.jpg,25.8,66.15,4.75
field/train/Early_blight/early-blight-of-tomato-tomato-1.jpg,28.61,69.88,4.14
field/train/Early_blight/early-blight-or-target-spot-alternaria-solani-lesions-on-a-tomato-BH3TH0.jpg,29.83,68.57,2.5
field/train/Early_blight/early-blight-or-target-spot-alternaria-solani-lesions-on-a-tomato-BY9J8R.jpg,26.76,74.8,2.77
field/train/Early_blight/early-blight-pp-labeled_orig.jpg,27.08,78.08,3.06
field/train/Early_blight/Early-blight.jpg,27.96,71.2,6.77
field/train/Early_blight/early-blight1.jpg,24.19,72.96,3.33
field/train/Early_blight/Early-bligh_t.jpg,28.6,77.32,6.14
field/train/Early_blight/early-tomato-blight.jpg,24.19,60.53,4.91
field/train/Early_blight/earlyblight.jpg,25.19,70.33,2.63
field/train/Early_blight/earlyblightpotato.jpg,27.92,74.29,3.02
field/train/Early_blight/earlyblightresize.jpg,28.24,65.31,6.61
field/train/Early_blight/earlyblighttomato.jpg,25.67,75.78,3.42
field/train/Early_blight/Early_blight_1.jpg1376579808.jpg,29.53,66.12,4.1
field/train/Early_blight/Early_Blight_of_Tomato1687.jpg,25.63,67.08,6.51
field/train/Early_blight/early_blight_spots_l.jpg,29.53,67.68,7.54
field/train/Early_blight/early_blight_tomato.jpg,26.41,76.07,7.33
field/train/Early_blight/ebleafb.jpg,28.6,61.33,3.47
field/train/Early_blight/eblight5.jpg,26.61,65.3,7.07
field/train/Early_blight/EBTomato.jpg,27.48,64.2,7.15
field/train/Early_blight/FS547-2-big.jpg,25.19,75.71,3.82
field/train/Early_blight/gn201410308259997ar-jpg.jpg,24.68,62.25,2.37
field/train/Early_blight/halleck_tomato_earlyblight__inline-half.jpg,27.41,65.1,4.88
field/train/Early_blight/IMG_0591.jpg,24.58,62.25,5.99
field/train/Early_blight/IMG_2436w.jpg,25.0,60.96,4.8
field/train/Early_blight/MPC105550.jpg.rendition.largest.ss.jpg,24.87,79.75,7.56
field/train/Early_blight/Original_e-blight.JPG.rend.hgtvcom.966.725.jpeg.jpg,26.52,73.68,4.6
field/train/Early_blight/p1020083cs.jpg,24.08,69.21,7.21
field/train/Early_blight/p1020084s.jpg,28.51,79.07,4.81
field/train/Early_blight/spotonleaf1.jpg,29.34,66.17,2.44
field/train/Early_blight/Tomato%20early%20blight%20target%20like%20leaf%20spot.jpg,27.64,71.43,5.21
field/train/Early_blight/Tomato-Alternaria-Early-Blight.jpg,29.43,69.98,6.88
field/train/Early_blight/Tomato-blight-large.jpg,29.59,72.03,5.93
field/train/Early_blight/tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952.jpg,29.31,70.64,7.66
field/train/Early_blight/tomato-blight-soil-treatment-early-tomato-blight-in-a-microcosm-lower-leaves-curl-up-and-die-bulls-eye-lesions-tomato-fungus-soil-treatment.jpg,29.27,70.18,3.75
field/train/Early_blight/Tomato-diseases-prevention-treatment.-Early-blight..jpg,26.01,65.19,6.88
field/train/Early_blight/tomato-early-blight-1.jpg,25.39,60.77,6.38
field/train/Early_blight/Tomato-Early-Blight-e1513806873934.jpg,27.04,70.53,4.97
field/train/Early_blight/Tomato-Early-Blight-Leaf-Examples-Cornell-University.jpg,27.99,67.83,7.03
field/train/Early_blight/Tomato-Early-Blight-Leaves-Cornell-University.jpg,24.05,62.92,2.21
field/train/Early_blight/Tomato-Early-Blight.jpg,24.28,65.83,5.13
field/train/Early_blight/Tomato-early-blight_1_1-12wmver.jpg,27.18,74.88,7.18
field/train/Early_blight/tomatoblight.jpg,27.17,64.33,6.88
field/train/Early_blight/tomatoearlyblight.jpg,25.02,66.58,3.38
field/train/Early_blight/tomato_blight_early.jpg,28.71,62.68,4.7
field/train/Early_blight/tomato_D2b-Early-blight---RPitblado_zoom.jpg,25.55,76.74,2.39
field/train/Early_blight/tomato_early-blight_02_zoom.jpg,28.96,66.32,3.64
field/train/Early_blight/tomato_early-blight_03_zoom.jpg,27.47,63.2,4.28
field/train/Early_blight/tomato_q1hq-early-blight-5052_zoom.jpg,29.83,62.04,2.61
field/train/Early_blight/web1_copy_early-blight-6-_0.jpg,29.68,63.19,4.4
field/train/Late_blight/118A_Tom_Late.jpg,19.65,85.13,9.3
field/train/Late_blight/20150619d.jpg,22.69,89.81,19.36
field/train/Late_blight/2017-08-27%2B-%2BLate%2BBlight%2Bon%2BGypsy%2B1.jpg,23.44,86.56,8.05
field/train/Late_blight/5816170621_e1cce08736_z.jpg,21.71,92.49,11.15
field/train/Late_blight/600.jpg,19.42,87.28,11.55
field/train/Late_blight/7262-drought.jpg,18.94,89.7,10.46
field/train/Late_blight/924977LateBlightLeaf.jpg,20.14,89.73,14.84
field/train/Late_blight/a7710b5901ba1f8e9759ef7576cd9f09.jpg,20.99,91.47,8.23
field/train/Late_blight/August-17-2012-Supplemental-6.jpg,20.89,93.42,9.76
field/train/Late_blight/dsc_4621c.jpg,22.84,94.05,14.51
field/train/Late_blight/dsc_4624s.jpg,21.69,90.3,16.99
field/train/Late_blight/dsc_8140cs.jpg,20.06,87.87,15.35
field/train/Late_blight/F%294.jpg,18.56,90.18,16.64
field/train/Late_blight/Fig.%2014_opta.jpg,18.04,88.91,18.53
field/train/Late_blight/FS547-6-big.jpg,18.02,94.23,16.51
field/train/Late_blight/gardening-moisture-lateblight-tomato-leaf.jpg,23.67,82.05,19.0
field/train/Late_blight/IMG_1526.jpg,20.26,91.14,19.01
field/train/Late_blight/IMG_2254.JPG.jpg,18.56,85.71,14.94
field/train/Late_blight/IMG_4182.JPG.jpg,19.17,86.27,18.5
field/train/Late_blight/IMG_5360.jpg,20.53,90.0,12.01
field/train/Late_blight/IMG_5368.jpg,20.49,85.45,9.48
field/train/Late_blight/IMG_5813.jpg,22.18,90.79,9.79
field/train/Late_blight/Late%20blight%20tomato1.jpg,19.12,81.16,18.91
field/train/Late_blight/Late-Blight-A.jpg,18.78,81.27,8.75
field/train/Late_blight/Late-blight-foliar-leasion-on-tomato.jpg,22.47,92.84,10.81
field/train/Late_blight/late-blight-fungicides.jpg,19.05,80.54,19.94
field/train/Late_blight/Late-blight-on-a-tomato-leaf.jpg,23.63,85.07,18.21
field/train/Late_blight/Late-Blight-on-Tomato-4JDill.jpg,22.12,81.75,19.25
field/train/Late_blight/late-blight-phytophthora-infestans-damage-to-tomato-leaves-and-fruit-cmnxnf.jpg,21.08,82.04,18.21
field/train/Late_blight/Late-blight-symptoms-on-tomato-leaves-1r3uhy2.jpg,21.71,89.08,13.8
field/train/Late_blight/late-blight-tom-leaf.jpg,18.04,82.82,9.77
field/train/Late_blight/Late-blight-tomato-leaf-VikramBisht-MBag.jpg,19.24,90.53,19.46
field/train/Late_blight/late-blight-tomato-leaf.jpg,23.83,91.65,17.78
field/train/Late_blight/late-blight-tomato.jpg,20.66,87.75,18.49
field/train/Late_blight/late-blight-TomC2-10.jpg,23.13,92.25,10.82
field/train/Late_blight/LateBlight-Leaflet-Large-Spot_9005-ROTATED-sbzntn.jpg,22.03,93.39,14.33
field/train/Late_blight/LateBlight-Tomato-JJ-2009-17nxg4q.jpg,18.02,88.08,15.66
field/train/Late_blight/lateblight2.jpg,20.84,86.96,12.72
field/train/Late_blight/LateBlightLeaf.jpg,22.98,86.42,11.78
field/train/Late_blight/lateblightTom_lesion.jpg,21.29,89.1,17.03
field/train/Late_blight/lateblightTom_lesion3.jpg,22.72,83.63,12.3
field/train/Late_blight/LateBlt09_05.jpg,23.79,91.22,11.84
field/train/Late_blight/LateBlt_FromRusinek.jpg,20.69,84.0,17.43
field/train/Late_blight/late_blight1.jpg,19.12,83.14,12.14
field/train/Late_blight/Late_Blight_2.jpg,22.26,82.3,8.61
field/train/Late_blight/late_blight_2013_longisland1x1200.jpg,23.33,88.26,18.32
field/train/Late_blight/late_blight_2013_longisland2x1200.jpg,20.24,89.99,8.3
field/train/Late_blight/late_blight_drought_leaves1x1200.jpg,21.13,82.67,9.69
field/train/Late_blight/late_blight_drought_leavescuux1200.jpg,22.72,81.69,8.57
field/train/Late_blight/Late_blight_on_tomato_leaf_%287871756748%29.jpg,20.83,89.97,10.01
field/train/Late_blight/late_blight_tomato_leaf.jpg,20.02,94.58,11.12
field/train/Late_blight/late_blight_tomato_leaf1x1200.jpg,18.95,91.05,18.93
field/train/Late_blight/late_blight_tomato_leaf5x12001-650x305.jpg,18.08,87.07,10.44
field/train/Late_blight/late_blight_tomato_leaf5x12001.jpg,20.87,89.66,10.07
field/train/Late_blight/late_blight_tomato_leaf_.jpg,21.54,88.42,19.21
field/train/Late_blight/late_blight_tomato_leaf_sporex1200.jpg,21.21,90.68,16.26
field/train/Late_blight/late_blight_tomato_leavesx500.jpg,22.69,81.84,18.17
field/train/Late_blight/late_blight_tomato_transplant2x1200.jpg,22.75,82.01,10.93
field/train/Late_blight/late_blight_tomato_unusual-symptomsx1200.jpg,22.88,85.28,14.97
field/train/Late_blight/LB-2-225x300.jpg,21.48,81.85,11.83
field/train/Late_blight/lb2.jpg,18.95,83.41,18.73
field/train/Late_blight/lbleaf.jpg,20.14,94.55,16.42
field/train/Late_blight/LBleaf2INIA_0.jpg,21.39,89.35,12.37
field/train/Late_blight/lb_leaf_lesions2x1200.jpg,20.76,82.15,9.13
field/train/Late_blight/lb_leaf_lesions3x1200.jpg,23.69,92.33,18.74
field/train/Late_blight/lb_leaf_lesions4x1200.jpg,23.89,80.13,15.37
field/train/Late_blight/p1020076cs.jpg,21.27,91.83,16.34
field/train/Late_blight/Pest2369.jpg,21.66,80.19,19.41
field/train/Late_blight/photo-2.jpg,20.26,91.99,19.05
field/train/Late_blight/photo-9.jpg,22.8,91.05,11.85
field/train/Late_blight/stock-photo-tomato-plants-infected-by-the-late-blight-plant-pathogen-phytophthora-infestans-macro-539209615.jpg,21.01,92.82,19.78
field/train/Late_blight/symptoms_of_late_blight.jpg2__0.jpg,18.42,89.83,9.58
field/train/Late_blight/symptoms_of_late_blight_0.jpg,22.71,89.8,16.89
field/train/Late_blight/ToamtoLateBlight3-Version-3-oohvze.jpg,18.01,80.15,10.81
field/train/Late_blight/Tomato%20late%20blight%20lesion%20closeup%2013F.JPG.jpg,20.4,87.83,18.75
field/train/Late_blight/TOMATO%20LATE%20BLIGHT%20ON%20LEAF.jpg,19.18,85.7,18.22
field/train/Late_blight/tomato+blight.jpg,20.79,89.22,12.66
field/train/Late_blight/tomato-blight-phytophthora-infestans-close-up-of-infected-leaf-b5n95x.jpg,22.26,85.22,9.89
field/train/Late_blight/tomato-late-blight-conn-2015-137c.jpg,21.71,82.37,12.55
field/train/Late_blight/tomato-late-blight-conn-2015-139rcs.jpg,18.13,92.23,16.32
field/train/Late_blight/tomato-late-blight-foliar-lesions_Scot-Nelson_CC-BY-SA-2.0.jpg,20.69,90.47,13.25
field/train/Late_blight/tomato-late-blight-leaf-61-3x32.jpg,18.92,82.13,19.72
field/train/Late_blight/Tomato-late-blight-leaf-Margaret-McGrath-Cornell-Bugwood.jpg,18.28,90.42,16.09
field/train/Late_blight/tomato-late-blight-phytophthora-infestans-lesions-and-damage-on-tomato-bh3w9j.jpg,19.33,87.33,8.75
field/train/Late_blight/tomato-late-blight-phytophthora-infestans-lesions-on-greenhouse-grown-ATA11J.jpg,23.48,93.44,10.7
field/train/Late_blight/tomato-late-blight-phytophthora-infestans-mycelium-and-lesions-on-a15yr2.jpg,19.12,82.62,16.47
field/train/Late_blight/tomato-late-blight-phytophthora-infestans-necrosis-sporulation-on-a-tomato-leaf-underside-X5YDDP.jpg,20.86,94.23,16.08
field/train/Late_blight/tomato-late-blight-phytophthora-infestans-necrosis-sporulation-on-a-tomato-leaf-underside-XA233C.jpg,22.54,91.87,12.53
field/train/Late_blight/tomato-late-blight-phytophthora-infestans-on-tomato-leaves-a15ym0.jpg,20.13,86.88,10.37
field/train/Late_blight/tomato-late-blight-sporulation-on-a-tomato-leaflet-picture-id81781370s=612x612.jpg,21.23,88.15,16.65
field/train/Late_blight/Tomato-Late-BlightBM.jpg,21.98,83.09,8.28
field/train/Late_blight/tomato.early.blightH.jpg,23.07,93.84,16.69
field/train/Late_blight/TomatoBlight.JPG.jpg,19.18,80.29,16.99
field/train/Late_blight/TomatoLateBlight-3-Underside-2ebj05b-300x225.jpg,21.59,94.75,12.85
field/train/Late_blight/TomatoLateBlightTop.jpg,22.71,92.83,12.34
field/train/Late_blight/Tomato_Blight_Leaves.JPG.jpg,20.74,83.63,9.29
field/train/Late_blight/tomato_D33a-Late-blight-015-OMAFHRT_zoom.jpg,21.99,87.21,14.51
field/train/Late_blight/tomato_late-blight_01_zoom.jpg,21.71,86.68,17.35
field/train/Late_blight/tomato_late-blight_03_zoom.jpg,23.37,81.53,14.31
field/train/Late_blight/tomato_late-blight_04_zoom.jpg,21.06,91.96,13.52
field/train/Late_blight/tomato_late-blight_05_zoom.jpg,19.71,81.71,10.89
field/train/Leaf_Mold/100_4542.jpg,24.72,76.92,12.48
field/train/Leaf_Mold/119B_Tom_Mold.jpg,24.4,77.93,11.61
field/train/Leaf_Mold/2195890.jpg,25.67,75.41,10.95
field/train/Leaf_Mold/23600077_1572609202782510_2145699867_o.jpg,21.67,77.56,5.92
field/train/Leaf_Mold/23601051_1572608349449262_2029169498_o.jpg,21.56,78.64,14.37
field/train/Leaf_Mold/23633262_1572609386115825_1396180255_o.jpg,20.98,89.55,12.47
field/train/Leaf_Mold/4118c92ffde66d327ee14e4023320bf7.jpg,23.94,80.57,5.58
field/train/Leaf_Mold/5830204360_757cd7fdfc_z.jpg,23.85,88.77,13.89
field/train/Leaf_Mold/603-116-0.jpg,22.73,89.71,14.82
field/train/Leaf_Mold/6032331.JPG.jpg,21.74,88.61,14.44
field/train/Leaf_Mold/607-155-0.jpg,24.58,89.11,13.3
field/train/Leaf_Mold/607-155-1.jpg,21.32,77.62,14.64
field/train/Leaf_Mold/8915974546_00664cefe3_z.jpg,24.45,89.99,7.5
field/train/Leaf_Mold/ArticleImage.aspximgid=4987.jpg,21.23,81.88,13.77
field/train/Leaf_Mold/B%29-Leafunsidecladosp-envez.jpg,24.85,78.84,13.97
field/train/Leaf_Mold/black%20leaf%20mold%20%283%29.JPGitok=u5TDHCSM.jpg,25.2,78.46,10.33
field/train/Leaf_Mold/black%20leaf%20mold%20%284%29.JPGitok=DIIUw9JU.jpg,23.74,76.49,9.77
field/train/Leaf_Mold/BlackLeafMold2.jpg,25.37,78.29,6.43
field/train/Leaf_Mold/Botrytis-Tomato-Seedlings-2-copy-50QUALITY-17wck0d.jpg,23.06,75.41,13.79
field/train/Leaf_Mold/d-to-tylv-fo005-14496A31BE70553130A.jpg,23.84,80.08,6.63
field/train/Leaf_Mold/dscf2712.jpg,25.49,84.12,5.61
field/train/Leaf_Mold/DSCN2697.jpg,25.56,76.71,13.1
field/train/Leaf_Mold/dscn6690.jpg,24.93,85.59,11.11
field/train/Leaf_Mold/Fig.%2015_opta.jpg,23.94,83.7,12.23
field/train/Leaf_Mold/Fig.%2016_opt.jpg,25.82,84.78,12.71
field/train/Leaf_Mold/GIVXB.jpg,20.89,85.5,5.99
field/train/Leaf_Mold/gray-leaf-spot-300x225.jpg,20.54,85.4,6.14
field/train/Leaf_Mold/gray-mold-on-tomato-leaf.jpg,24.8,85.74,11.13
field/train/Leaf_Mold/grey-mould-botrytis-cinerea-on-bottom-of-a-tomato-leaf-late-in-the-AFRDAN.jpg,22.34,87.68,13.73
field/train/Leaf_Mold/HighTunnel_TLM5.jpg,23.9,76.19,13.11
field/train/Leaf_Mold/HighTunnel_TLM6.jpg,25.17,89.11,13.69
field/train/Leaf_Mold/image233.jpg,24.31,81.0,7.41
field/train/Leaf_Mold/IMG_1261.jpg,21.84,79.32,14.39
field/train/Leaf_Mold/IMG_7442%20resized_0.preview.jpg,22.48,81.78,9.93
field/train/Leaf_Mold/latestcb=20100723105221.jpg,22.26,82.5,7.42
field/train/Leaf_Mold/leaf%2Binf%2B800%2B1.jpg,20.31,86.67,6.95
field/train/Leaf_Mold/Leaf+Mold+lower+leaf+surface+spores+%28conidia%29.jpg,22.72,84.6,12.64
field/train/Leaf_Mold/Leaf+mold+tomato+%25282%2529.JPG.jpg,20.73,75.81,12.68
field/train/Leaf_Mold/Leaf+mold+tomato+%25283%2529.JPG.jpg,25.99,85.74,6.66
field/train/Leaf_Mold/Leaf+Mold+upper+leaf+surface.jpg,24.04,87.92,10.78
field/train/Leaf_Mold/Leaf-mold-caused-by-the-fungal-pathogen-Passalore-fulva-in-tomatoes.jpg,22.92,86.45,12.84
field/train/Leaf_Mold/Leaf-mold-web.jpg,20.98,79.25,14.84
field/train/Leaf_Mold/Leaf-mold3.jpg,21.97,87.0,5.81
field/train/Leaf_Mold/leafmold.jpg,23.55,81.85,5.97
field/train/Leaf_Mold/leafmoldtomato1.jpg,22.53,79.77,9.83
field/train/Leaf_Mold/leafmoldtomato2.jpg,23.87,82.74,11.76
field/train/Leaf_Mold/leaf_mold1.jpg,24.17,79.43,7.11
field/train/Leaf_Mold/leaf_mold2.jpg,25.59,75.69,13.85
field/train/Leaf_Mold/leaf_mold_nightshade1x500.jpg,21.5,81.06,8.04
field/train/Leaf_Mold/leaf_mold_nightshade2x500.jpg,21.28,78.46,6.71
field/train/Leaf_Mold/leaf_mold_tomato1x1200.jpg,25.06,83.85,5.2
